negative, Flight from ORD couldn't let me know about this Found out via app minutes before landing Awful flight
negative, i need help but in spanish
negative, A very disappointing experience plane mech delay and next one didn't wait No sincere just told me to complain online
negative, I lost my sunglasses on the flight from OKC to IAH this morning  is there any way to retrieve them
neutral, with the exception of everything you've asked for Heh
negative, Denver to Austin Still on the ground
negative, either your staff or whoever you contract with at PVD is failing you big time tonight
neutral, Just landed
negative, considering it Currently gold on Why should I make the jump for an upcoming flight from SFO to Singapore
neutral, flight
negative, worst flights I've ever had ground crew ignored our made me miss flight and now I have to cover the cost of a hotel
negative, customers aren't dumb These revenue based programs will hurt everyone Not gonna save money like you think
negative, it was me who had the problem won flight ua I called and rebooked myself found my own hotel and taxi
positive, will do Thanks for the help Cheers
negative, bull crap I spent on a recent trip That's not small change I got AA miles Would have only been UA
negative, yes I did Terrible service from your courrier
negative, compensate us for new clothes bet you won't
positive, I have flights with you in the next two weeks let's make some good memories
negative, we're stuck at looks like flight will be Cancelled Flightled Can you help
negative, yea they been booked on next avalible flights since sat And when time comes no plane day of work missed
negative, currently crying I wanted to ski tomorrow but prolly not Just a boy tryna fulfill his dreams
negative, I tried the online tracking and they said something like attempting to locate luggage
negative, your worker told us not to call because we'd be talking to someone in Thailand
negative, Going on days and I still haven't received my bag from my flight to Toronto Would love to see some seriousness here
negative, is there nothing you can do for me No compensation at all Given the circumstances I feel like there must be something you can do
negative, there is a disconnect between your PR group and the actual business strategy and employee attitude on the ground
negative, here we go again of segments York RT were delayed OVER hrs each Why do you suck so BADMaybe another line of bus
negative, you really screwed up dealing mechanical failure from Maui to San Francisco Poor communication bad help in getting connections
negative, if you don't like delayed why do you let it happen so much
negative, the delay is due to customer service for people What about the you provided for
positive, he is so excellent and so reliable
negative, but again UNITED DOESNT GIVE SHITS ABOUT THEIR CUSTOMERS
negative, its funny how none of ur tweets back are helpful what I want is to read 'ya we'll change that so our customers get better service'
neutral, She is travelling from Melbourne to Bogota tomorrow
neutral, Hi My relative's Flight Booking Problems number is Her name is Clarita Jaramillo Mejia Thank you
positive, it was delivered Thank you for making sure it arrived at my doorstep
negative, really needs to get its act together Really disappointed in our change of delayed etc
negative, to OMA miles from my destination Spotty customer service I get staff stressors but come this is your business
neutral, Why have airlines always told us they can't open a cabin door once it has been closed This plane has done it times tonight
positive, Looking for a reason to travel
negative, I can't find any Late Flight evening flights Are there other airports that would have an overnight flight
negative, Thanks for the vague canned response that doesn't address the issue
positive, thank you
negative, that's not good enough for all of us affected by the awful organization and timing and have now been set back
negative, Otis in the baggage claim by Bay not at all happy but not nearly as pissed
negative, Why is my time less important to you
negative, you kidding Bagage lost this morning from ny to Washington and still no trace
negative, I did It took about an hour and a half though
negative, Why have you never held a plane for me
negative, i did but i got nothing from it Just dissapointment
negative, WHERE IS MY FUCKING BAG Where the fuck is my fucking bag TELL ME NOW OR GIVE ME A NUMBER TO CALL A HUMAN
positive, I was sincerely thanking the pilot of flight of braving the snow and getting me home amongst many other Cancelled Flightlations
negative, to the gate at and they wouldn't let us on
negative, time to give up my status and switch to you are so terrible I can't even describe
positive, Thanks LOL will wait for us Per same tail number as
negative, You suck Flight delayed equipment probs again Miss connection by minutes and you won't let us on even though it's at the gate
negative, now going in min waiting for other plane to vacate gate
negative, Flight is hrs delayed so far of Late Flight crew Now we are literally waiting while they have dinner acc to honest gate agent
negative, many people on are going to miss connections due to long wait time in SFO tarmac Seriously u can't find an empty gate
negative, You're trying to solve problem of your own making Charging for checked luggage forces checking at gate Brilliant
negative, we've been waiting min for a gate at SFO Yet so many of them are free Your excellence in operational efficiency is showing
negative, delayed due to customer service Huh
negative, what about the poor customer service at checkin at Kansas KCI That's it
negative, except all of that delayed the flight anyway
negative, maybe find a different gate
negative, I sent a message It's very irresponsible that my suitcase cannot be found This is truly worst service ever
negative, landed in den on time stuck waiting for gate for min Maybe an update would be a good idea capt
negative, wanted to point out that not one United crew has been sympathetic Questions unanswered MileagePlus is starting to look like a joke
negative, can we get an explanation on why from Paulo to Houston has been delayed Now we're hearing from crew about Cancelled Flightlations
negative, Why was flight EWR to MCO Cancelled Flightled for tomorrow and what do I do to rebook Asking for a relative
neutral, Can you tell me Jet Airways award availability
negative, I understand the intent was not to but catching a cab back to the airport to show them wet clothes wasn't an option
neutral, What are the chances of my flight to EWR from PIT being Cancelled Flighted tomorrow
neutral, rcvd promo if i booked flight silver status would be extended it was not dont have flier that was sent didnt think id need
negative, wife landed in DC ago luggage did was told it would B by It's now no luggage
neutral, on a flight at tomorrow
negative, not sure why the people in row that paid for a premium seat can't use their overhead space
negative, is so cheap they couldn't afford to run the AC on They took pressure cooker to a new level
negative, why is it that Sundays when my husband travels to Chicago he's stuck at Tarmac misses connecting flight always
negative, Well I can tell you that your customer service at RDU airport is horrific but is exception at O'Hare in Chicago
negative, sitting on UAL a comedy of errors UAL is incompetent
negative, on tonight and told delayed due to Late Flight crew No idea where crew coming your staff Any ideas
negative, take a look at status of sitting at ORD  This ain't yo
positive, bummer but thank you for the quick response
negative, I didn't have time to take my wet back to the airport and wasn't going to pay for another cab to do so
negative, didn't realize my contents were wet until I got to my hotel Sent my out to be dry cleaned Mtgs start tomorrow
negative, You load our plane at ORD knowing pilots are hrs Late then discover plane needs to be fueled
negative, resolved and im sick and tired of waiting on you I want my refund and I'd like to speak to someone about it
negative, I'm really glad I just waited on the phone for over an hour to be sent to a voicemail Your customer service sucks Nothing has been
negative, you just caused a riot on the airplane Never seen anything like this
negative, Instead of sending inaccurate emails about delay every just say we will get you there when we get you there
negative, so glad I've been waiting for hour and minutes and Ive been transferred times without resolving anything Worst service ever
negative, we still need help Hung up on twice Customer service rep said there is no way to help between the gate rep and phone rep
positive, They let us know in advance of the yes Thanks for the attentiveness
negative, lol too little too Late Flight
negative, yes Bags came hr after I arrived at baggage claim Awful experience on the ground at BHM
negative, your delay is due to your own making We have now been back to the gate multiple times Maybe take accountability
negative, Why do I have to give up my leg room so these people in my can fill the bin Pls start charging
negative, please tell CLT flight needs a gate Waiting now for mins
negative, Why did you load us in this flying sardine can if you knew the pilots were hours Late Flight beyond belief
neutral, booked in first for two on Let's see how you compare to the garbage first class has become
negative, your seats are god awful
negative, good try but got her here safer and sooner
positive, Wanted to compliment ur phone agent Jeanette for reFlight Booking Problems RDU to SEA thru SFO after connecting flight thru EWR was Cancelled Flightled
negative, hour min delay so far Would love to round to hours to just go to bed
neutral, Educate Bohol is a volunteer staff I can help the kids or buy a plane ticket I can't do both Can you help
neutral, I need to get from to Philippines I'm providing educational help for kids Can you help me
negative, I'm on and my direct tv isn't working How do I avoid this in future
negative, is truly the drunk uncle of boarding Don't believe gate agent that overhead is don't reserve aisle
negative, i sure will
neutral, on the plane I was thoughtful enough to ask for it and got there are prob others that also deserved it
negative, any options to cos tonight Doesn't look like will make it in time for Should I reserve a hotel room
negative, but in this case we waited an extra minutes for a lost mechanic to fax the log Faxlike in the
neutral, to for coming in clutch and finally taking me home
negative, customer service sucks They hang up after waiting an hour and talking for minutes
negative, JP DM message who Can't get a DM through to
negative, strikes again Why board anyone if there's something wrong with the plane Common sense
negative, thanks for the miserable trip on
negative, Missed KTM flight due to ur Cancelled Flightlation Mike supervisor disgusting Now day Late Flight No apology or upgrade offer to LHR from ORD
neutral, left my iPad on flight How long to hear back once claim submitted TY
positive, social media team is on point on
negative, always happy to start my life with my new wife with a hr travel delay due to MAINTENECE and it would appear incompetence
negative, is the airline of the Oscars but doesn't carry ABC on Direct TV Fail now I can't watch the Oscars
negative, this is it Last time I fly you screw up every trip now will be stuck in ord and miss work
neutral, Didn't know that buying a seat in first class was just a 'request' to sit in first class Very Interesting
negative, I understand the but it pales in comparison to a day of lost wages for both my wife and I because of the delay
negative, I need help with a missing bag
negative, I was But I have given up
neutral, can I get on a stand by list from ASE to ORD I'm the only poor person in that's why I'm asking for standby on twitter
negative, you changed my entire flight plan for vacation and now I will be there alone a day and night early with nowhere to stay Help
negative, heading back to gate bc improper load if ur packing us to the gills should at least take care to load bags expecting comp
negative, is the worst airlines sitting on the plane at airport now for an hour and a half waiting for Late Flight passengers
negative, might possibly have the worst service on the planet
negative, deceptive marketing practices promised me if i booked flights i would retain my status now they are not granting Neverflyunited
negative, Hey so many time changes for UA We going tonight or what MIA EWR
negative, and that it would be sent on the next flight to from Denver So I'm hoping its on there
negative, and pick it up and just bring it on the shuttle When I went to double check on that they said it was still on the concourse
negative, I honestly couldn't tell you All I know is that originally we were going to have it brought in from the concourse
negative, missing a day of vacation to see my husband because of this delay but stuff happens and I get that Just wish it was handled better
negative, has now had different departure times Wtf Make up your mind
negative, thanks for making everyone wait in the dark for an hour while Newark tries to figure out which gate to go to
positive, thank you for following up
positive, Claudia in IAH terminal b travel assistance has me all set Great service Thank you
neutral, is it possible to add a Known Traveler Number to my ticket after Flight Booking Problems
negative, why doesn't my booked with my gold member get on the upgrade list for her flight tomorrow
neutral, If an award is no longer showing available could it possible become available again
neutral, flight to DFW from IAD Cancelled Flightled for mechanical can I get rental car to origin
neutral, can you help me get from IAH to SFO earlier tonight
negative, was so on point for of my flights this past week   But this last one really sucks shit
negative, and here i thought American was bad Horrible Service Over min Late Flight No excuse
negative, IAH SJO is delayed by like hours Crazy
negative, I don't know my flight details bc I need to explore some options which I'm unable to do bc the site won't let meSeems to be ongoing
negative, How about free wifi when your flights delayed Only mins allowed
neutral, I did they told us the wrong carousel number
neutral, no thanks
negative, hours And my luggage is in SFO I've been wearing the same clothes for hours Thank you
negative, this airline is a joke my friends been trapped in houston since sat and have no flight in sight
negative, why do you hate your passengers
negative, how can a plane that has been sitting in a hanger all day have numerous mechanical problems Doesn't anyone actually do maintenance
negative, in the future when delay causes hour wait night in ensuring seating choice for replacement flight would be good
negative, is my flight delayed It keeps changing between delayed and not If delayed is checkin time Late Flightr
negative, what a long day of delays Please get us to Dallas tonight Fingers crossed
negative, is it that all my flight times were changed without any official notification Almost missed my flight this morning Not cool
negative, they had record of it being at Denver on the concourse prior to me gettin on the shuttle I just want to confirm its location
neutral, 
neutral, would be on the next flight to
negative, we needed to be at steamboat for a meeting by so we took a shuttle The United customer service people said the bag would be on
negative, there is no good word for describing how angry and pissed off of a customer you have made me
negative, Late Flight and are huge step towards decline in and your not are as arrogant as ever
positive, Denver baggage handlers you totally impressed us today Our lungs barely made the run to connect but our bags had no problem
negative, flight to stuck in the runway About to miss my connection and they are just sorry for my inconvenience
negative, false
negative, sitting on the runway in they won't let the plane to a gate My connection boards in minute hates us all
positive, it was my first time in a United lounge and felt welcomed
negative, all other ANA ticket holders get to use the too But not us Because United booked us
neutral, Good UA Can you assist with an issue via DM
negative, Never had a flight delayed an hour due to an unbalanced load And more delays at Great job idiots
negative, failure in
positive, can Cancelled Flight my flight anytime if this is where they keep me for the night
negative, you guys delay to get out of ers and didn't even have curtesy to let me
negative, Unfortunately had a bad experience flying with you on Saturday Inpolite bad delays
negative, seriously min on the plane at bhm and now min in baggage and still no bags
positive, thanks for updating me about the hour delay the exact second I got to ATL
negative, but we are on All Nippon now by United to replace the one we
negative, what is this subtlety gate changes Are you kidding with me
negative, been good friendly skies relationship agent told me I'm only Canadian and thus not good enough for military preboard
negative, yes was trying to upgrade my seat Now there are no available spots
negative, What made you come to this Can we help you with anything
neutral, What made you come to this Can we help you with anything free tickets for the i convince
negative, What made you come to this Can we help you with anything the service just hasn't been great
negative, I think not I'm not flying you if I can help it
positive, Resolved Over hour of work on ground somehow the system reset itself during takeoff I appreciate the quick
negative, always a fucken nightmare with your airline Flight
negative, we were told when we checked as soon as we were allowed that there are no other seats available on the plane except middle
negative, EVERYTIME I fly UR airline I hate you even more  Thanks for the terrible service on flight
negative, Really Was bumped down from Gold asked to pay to keep and get fewer miles How is that worth it
negative, you always surprise me with the awfulness of your airline You guys suck
negative, that I would get on early enough to not have to green tag but no go if not for Otis I would be still sitting at ORD
positive, and to add to my earlier tweet This was my daughters Bday present Thank you for the hard work and making it happen
positive, you have a guy named Otis at ORD that knows what is he was able to get my bag to me I upgraded just to be sure
negative, tweet bots obviously don't get making computers more and more like real people
positive, you all do a wonderful job today Got my and myself from PGH to Orlando after out flight was delayed luggage and all
negative, customer service what's That
negative, overFlight Booking Problems Departing Returning for 'more quick fixes' breaking out service
neutral, FAA invest near miss on O'Hare runway last
negative, Pay for a cab back to the airport to show baggage dept my wet shirts and suit is not a viable option time this has happened
negative, that's what you have said for you are losing customers
neutral, I am UA elite Gold and have a UA Chase pres plus credit card How many EQM's do I need to get Platinum Elite
negative, Once again your lack of customer centricity us astounding
negative, now this
negative, Would be nice if partner tickets that don't provide full PQM credit are more obvious before purchase Lost miles
positive, nope Even better there were seats And due to first to raise hands got to move up I wasn't fast enough
negative, now maintenance issues with flight and more issues with passengers that will miss connections needing to get off
positive, look at this beauty united airlines Hope you like this beauty
negative, seriously what's with the slow on this flight If the speed was going to change for the worse then the price shouldn't go up
negative, and planes Late Flightr still not an or apology to be had
negative, your gate attendant had some snobby your customer service is like playing poker with my sisters kids
negative, Poor cabin luggage service on to I was forced to check in even when there was empty space for bags in the overhead
neutral, when I click that link it wants my flight info I haven't booked a flight yet I read you waive fees for it this true
negative, we still have not heard anything from anyone at or the
negative, every time I search a flight your site logs me out and gives error message About to book on a different airline and Cancelled Flight my card
negative, so the last seg of my flight from Denver to for got Cancelled Flightled and I need help finding my luggage
negative, hours Late Flightr and I'm siting on another plane waiting to leave I think a credit is in order for this terrible service
neutral, I'll let you know week after next when I do another RT again
negative, We waited min for our bags after a min flight
negative, now let there also pls be live TV on so I can watch the
negative, has Cancelled Flighted arrival into SHV tonight the departure flight on Feb Check with your airline for flight status
positive, it was such a lovely part of this long day attendants on were beyond exceptional today
neutral, open seats in class on UA Way to honor your upgrade policy for freq flyers honor an employee with an upgrade
positive, I trust you enough to put my coat in my checked bag
negative, yes I have they're unsure when it would comeThis has never happened on any airline and my first time with
negative, of course But interesting how United doesn't seem to have a good sense on what's happening with flight
negative, pushing five hours and my time is worth nothing to you reFlight Booking Problems not an option unfortunately
positive, finally made it to who solved my problem
negative, you guys are complete ass
positive, thanks gate agent extraordinaire Seau Fong for helping me get out of Boise and home to NYC sometime tonight
negative, why are your agents working so slowly to rebook people who are on We have all wasted an entire day at STT
positive, Thank y'all for being an amazing airline who knows how to treat their customers you guys rock
neutral, you friend's flt from ase to Denver is Cancelled Flightled for tomorrow Can you help with rebook
negative, Plane came in with broken seat Rather than fix it they put a broken sign on it and separated me from my kids
negative, worst flying experience ever and they tried to blame it on ATC I watched them load bags for after boarding Late Flight
neutral, used to let you listen to flight radioI often didinteresting to me
positive, went to Customer Service kiosk and they were able to help out Still thanks for following up
negative, have you read your own same day travel change policy
negative, your literally the smallest seats I have ever my dad got stuck In the tiny bathroom ad well
neutral, AND WE GOT ZERO VOUCHERS FOR HOTEL OR CAB I expect some SERIOUS mileage credits
positive, nope all set Thx for checking
neutral, plane
negative, my flight was already Cancelled Flightled this morning because of a snow storm in Denver And now I'm in DC waiting for a pilot to get
negative, still sucks I don't understand why you have two cust service agents for a long line at Houston international b gate
negative, the most frustrating flying experience One continuous I dunno what time you will leave today  Dunno That's code for
positive, on Denver gate Santa agent Ashley did an amazing job in the face of an angry traveler Kudos
negative, has an United flight ever been on time
negative, I'd rather spend two days in the back seat of a Volkswagen than two hours on your plane
negative, my flight was supposed to depart to Boston at and now it's departing at due to issues with finding a pilot Thanks a lot
negative, I suppose your customers enjoy screaming toddlers then Not my problem if someone complains
negative, you could give me free flights for and I'd still choose to purchase my tickets from a competitor
negative, The first time I flew United was horrible thought I would give you a second chance There will NOT be a third
negative, flight from san fransico to jfk was evacuated why
negative, out of Wyoming Delayed by no pilots Full toilets Deplaned to mechanical fail Cancelled Flightled flight pending
negative, is by far THE WORST airline I've ever had the misfortune of flying with in all the countries I've flown to It's outrageous
negative, I want my bag off flight what do I do now
negative, thanks for causing us to miss our connection and now a delay
neutral, I do not see where it talks about military baggage fees Can you please guide me Thanks
negative, I hope you lose the next govt contract
negative, lost my bags and there was a flight from Chi to Eri that landed over hrs agoyet still have zero updates
negative, i will just send my confirmation number when I get home safe and sound This is why i pay so expensive services to you
negative, the bag is in a state that I didn't travel to and the airports don't fly to each other Looks like it'll never show
negative, ridiculous I have to be refunded whenever I get at my final destination or not
negative, stay more than traveling ans sleeping on the airports floor
negative, seriously UA Delayed because of the copilot isn't here For hours and he is only flying from Raleigh Disappointing
negative, seriously This is just complete bs
negative, we've been waiting for over an hour for our what gives
negative, the costumer services here at Denver Intl Airport is ridiculous bad
negative, Lied to my face at the gate about upgrades Thanks
negative, I have proof that my situation now is due to company mistake
negative, ouch not fair
negative, is synonymous to with And You really don't know how to value the customer
negative, I have to go back home I have to use what the company has available But it's unfair to stay more than h traveling
negative, if I miss the I'll never fly united again
negative, is the stingiest airline Nobody should model after them
negative, flight delayedagainevery time Maintenance issues
positive, I should be fine They automatically changed my connecting flight for me so I wouldn't miss it work
negative, yes A ride home would be perfect A fete one would assume possible after charging for a domestic flight Ps we deplaned
neutral, I'll be calling tomorrow
negative, and I was denied an upgrade because of catering issues
negative, to barrel through the sky at on a ton piece of metal operated by a company that can't get their tiny TVs to work
negative, heard about the credit for Cancelled Flighting my international flight but I didn't get an email
negative, maybe don't play the video about how your flights are outfitted w wifi on the flights where wifi isn't
negative, on line baggage system complete rubbish bag missing days No meaningful information
neutral, you still have flat tire policy Shuttle broke down on way to ORD Will probably miss the to CLEHelp please
negative, thanks Just was able to do it on the app myself Still not customer service to be seen in YYZ
positive, thx off the finally got through the min wait and talked to someone
negative, so unhelpful
negative, I would take the voucher you offered for MISCOUNTING THE OF SEATS ON YOUR PLANE but that means I would have to fly you again
negative, of First seats open on No upgrades processed Gate agents said their too busy Not cool
negative, flying to las vegas out of Chicago flight is Late Flight and no announcement has been made
negative, I believe It was Cancelled Flighted yesterday I guess Goes back to no notification from United about Cancelled Flightlation
negative, In case you're reading right So many oversized carryons taking up too much room Enforce your rules
negative, is an airline where you pay extra to get a better seat but by the time you board your overbooked there's no overhead space
neutral, just requested to follow
positive, just DM'd Conf Any help appreciated
neutral, make sure you take care of team team We are
negative, Delayed hrs flight finally board the sit half hour crew is at their hrs limit we deplane Unacceptable
negative, stuck in YYZ because staff took a break Not happy
negative, Personal Device Entertainment system is great but with app crashing every mins I'm glad it's free for now
negative, pls stop sending texts every saying my flight is delayed another been I usually defend u but this is lame
negative, You should use the bathroom before boarding Toilets onboard are full Oh you can expected a strongly worded email FUnited
negative, should hire extra customer service reps minute wait time to ask one question I would rather just fly another thanks
negative, united flight after two delays just Cancelled Flightled no explanation no more flights to Norfolk that aren't booked Renting a car
negative, I'll try it Mileage programs have historically been a lifeline for us travelers of moderate means
negative, any way you can help me find a flight to LAS Stuck in sat on plane now been waiting an hour for an update
negative, minute wait times to help with a Cancelled Flightled flight Help a guy out
negative, I was rebooked but had to take bus from Portland Maine to Boston Told United does not cover the charge
neutral, there is a sector whereby it says in both bagsno bag allowance at all in international flight
negative, You were doing so well until the flight yesterday Major miss Unfriendly Premier cabin crew Baggage cluster at SFO
negative, Your baggage tracking system is worthless It tells me nothing about where the bag much less what your plans are to get it to me
negative, is offering to reroute my SFO flight to LAX Might be geography class time
negative, thank you for letting me downMy luggage is still in Denver but I'm in Phl
negative, can you get me on the delayed flight to EWR out of YYZ at No customer service to be found in airport
negative, flight after two delays just Cancelled Flightled and no more flights to Norfolk that aren't booked Renting a car
negative, thanks for having no one to pilot my last two and all but stranding me in Houston tonight Airlines are the absolute worst
negative, so disgusted and disappointed with united airlines luggage policies and attitude toward musicians Unacceptable
negative, missing my amazing us bank work not ok What do I do now
negative, frozen lines on not continuing due to 'passenger comfort' Not sat on the plane as long as a flight to Vegas would
negative, my last call your customer service agent called me back As he was stuck on hold to air Canada Just hope he's booked me a flight
negative, you left my bag in Houston last night It's freezing cold in Memphis Any idea on when I will see it Off again tomorrow
positive, this is why I fly  Never have any issues
negative, has terrible customer service doesn't feel the need to notify its customers when their flights are delayed
negative, I have tried and you have failed Still no wifi last row in the middle and I fly every week Thanks for nothing
positive, great flight into PVD Smallest plane I have ever been on and smoothest landing ever
negative, trying to check in for tomorrow's flight website keeps timing out what's up
negative, computer would allow me to get to San Diego quick but customer service will not help Says can't rebook
negative, says we had a weather delay in this morning The weather didn't affect any other airline
neutral, Do you have Bereavement discount on airfare as my grandfather just passed and need to attend his funeral this week
negative, It was Cancelled none of the passengers were notified Complete violation of travelers' rights
negative, thanks for ruined my vacation for having poorly maintained aircrafts that fly safely out of STT Flightledflight
neutral, in fact he received my boarding pass
neutral, he is traveling with me on a sep reservation number
negative, not something we like to hear Hopefully our staff can resolve have you on your way ASAP still not resolved
neutral, You must follow me in order for me to send you a direct message if that is what you meant
neutral, I don't know what DM the confirmation number means
negative, Waiting for delayed mins Might miss at CT Any room on in case I miss connex
neutral, What does DM the confirmation mean
negative, now finally on board hopefully we take off this time and quickly Well over an hour delay
negative, I missed my connection already Then I missed the next flight they put me on Now I'm going to LAX instead of Hawaii
negative, reservation was made last July I want to know why I wasn't reseated This only happens on international itineraries
negative, line full of worried customers and guy at desk says so sorry you will have to take care of your problems Late Flightr I don't have time
negative, There must be people waiting in line for customer service at DEN to deal with flight Cancelled Flightations
negative, American never had my bags apparently United never switched them over Had to go back to United Baggage Service
negative, unacceptable was min Late Flight for a 'missing screw' our flight to Tucson left before we even landed
negative, CMH gate staff a no no min Late Flight trying to figure out issue
negative, Waiting half an hour for my checked bag at EWR that was usually you guys are good
negative, Are your earnings so low that checkin people have to also be on Tarmac loading bags JAN
negative, thank you for dishonoring my upgrade and putting me in a seat I didn't all while not even notifying me Great service
negative, you guys are gay
negative, the over the past months about flight changes were helpful wish you would have sent them on the Cancelled Flightlation yesterday
negative, so they changed depart from to it is now the Capt just got off the plane to find a my ass
positive, Thanks so much my passport was recovered
negative, Thanks for nothing No Atlanta Lounge Your Ap says NO Sure nothing at Terminal T
neutral, no thank you
negative, it is rapidly approaching the next dream departure of When is the next fantasy departure time
negative, it would make my day if I could take a flight on your airline without any hiccups on your end Train your employees to communicate
negative, a baby shit its pants half way through my flight and it smelled like what are you going to do about this
negative, You cause me to miss my flight telling me it already left when it had not No empathy from gate staff or no apology Really
negative, rescheduled my return flight from Uh why Trying to call min wait
negative, is by far the worst airline ever
negative, no with American and United said they'd transfer our bags to them
negative, I am appalled at your lack of communication during our awful journey on EWR to BOS hr delays need to be explained better
negative, I'm DMing my info and no is assisting My flight home left before m first flight had even landed
negative, Boston is all self service Swipe yr own boarding pass at gate Most Tag your own bag Not easy
neutral, Name correct on original confirmation but spelled wrong on reminder First name and MI run together Cause for concern
negative, more people would catch their flights if your attendants had more help
negative, no agents say no standby with checked baggage citing FAA Your website policy says otherwise
negative, Only biz days to respond to my inquiry  I hope your standards are universally adopted
negative, Thanks but why did this occur You guys had hours extra to get my bag on due to your delay So that's hours you had
negative, so many delays todayWhat's up with that Hoping my flight boards soon
negative, your website is fucked up Now instead of a flight I had today Thanks
negative, called back and I've been on hold What is the issue I have a confirmation number and an email that shows how much I've paid
negative, I'm not sure how you can help Your flight experience is planes are dirty and staff is rude Start over perhaps
negative, check in and it's still saying I haven't paid I've called back twice was on hold for minutes then they answered and hung up I
negative, hold for minutes finally got someone and they retook my form of payment and confirmed that my reservation was set I tried to
neutral, welcome to our that's a snow world today Goose Canada
negative, I bought a ticket yesterday and received a confirmation Tried to check in and they said I hadn't paid for it So I called was on
negative, delayed because of salt on the floor from previous passengers The of just just want to don't care about our shoes
negative, It's all about and they don't really give a damn about paying customers
negative, I unfortunately didn't get her name she was not nice
negative, what did you do with my seat International connection Seriously
positive, thanks Just got on a couple of minutes ago Great service on flight btw Please pass it to the team on that flight
negative, My bag is lost and I can't get ahold of anyone that can help
negative, Then you delete my return ticket to Europe and blame me for the now show This airline is a joke times this happened times
negative, When my United flight arrives Late Flight and I'm told to my connecting United you characterize that as a no show
positive, your agents on my weekend trip have been AMAZING Thank you
negative, never flying United again Worst experience ever
negative, so that's where the funds to fix the broken plane upon which I sat for hrs on IAH runway went
neutral, tried that Cannot figure out where to go to get it
negative, cannot direct message you you do not follow us I want my luggage Please hep
neutral, Did you get your Model
negative, flight stranded on Tarmac in Chicago No gates available Plane getting very hot and uncomfortable
negative, we rebooked and disappointed we have to wait a whole day to start our vacation At these fares United should have top notch service
negative, direct messages not going through please help
neutral, why not charge for carryon instead of checked bag Less jockeying for overhead happier more ontime departures
negative, Adding reservation to iOS app doesn't show up on desktop site when logged in And miles can't be redeemed for upgrades thru your app
negative, I assume that would be for the other people who have been let down by United What's worse is plane is here but crew can't fly
negative, Pushing hours on hold Priceless
positive, will do Just need to get CVG and my bag too Thanks
negative, read the thread I booked class now seated at even though United Twtr account confirmed Eco Premium
negative, Hi there bag ID is can you update me and explain why is occurred when I arrived hours before flight
neutral, doesn't purchasing ticket with a united card give me priority boarding
negative, hi yes need a free hotel stay in Honalulu due to hour since we will miss our second flight to Kauai
negative, so what's the solution
negative, is screwing with my flights again at CAE Why do you bother having flights here if they never leave on time or get Cancelled Flighted
negative, no I need you to have more than agents at check in
negative, so this did not work out at all Incredibly unfriendly ground staff and false promises over Twitter
positive, we got thanks
negative, The so below skilled staff and inadequate system just deleted my return from Houston to Norway Shoulder shrugging is all you do
positive, This is probably the least dependable airline in the Western Hemisphere does not belong in Star but SkyTeam
negative, severely under staffed at Iah
positive, amazing hospitality and helpfulness from Anthony Lastella Great staff def flying again
negative, this hr delay is a vacation buzzkill
positive, just touched down in Miami not too far off Nicely done united
neutral, what's the status of flight
negative, really enjoying my Sunday on holdover hour Perhaps a better client experience is needed
neutral, Is a snowboard boot bag included in the standard checked baggage next to the snowboard bag
negative, broken mins to get bridge to airplane parked wrong bathroom not emptied last nightyour airline in last hrs
negative, I would appreciate a response regarding the pressurization failure on flight You seem to be responding to less serious issues
positive, it was very now waiting for our luggage
neutral, getting ready to book a flight to San Juan Was Does United waive baggage fees for military personnel Thanks
negative, once again you guys didn't let me a four hour delay to Honolulu from thanks for the train wreck of issues now coming
positive, thank you
positive, finally got through and they were very helpful Appreciate it
neutral, pls follow for DM
neutral, that would explain why crew didn't seem particularly distressed when we pointed it out It was a little startling at first
negative, not for me I am on another Ua flight gates down that was held mins for cnx pax
neutral, can you assign seats
negative, It looks like form the photo that something burst out of your luggage Is this correct always blame the customer
negative, not my luggage
negative, it's boarding time for but no crewe
neutral, just added one Ty
positive, thanks for the effort I can get the earliest Though I will make a complaint for a refund as I am losing one business day tomorrow
neutral, Pls hold for cnx pax frm All runners A min hold will save fam frm miscnx Pls Twitter is watching
negative, no way one person is working entire security checkpoint in EWR
positive, THANK YOU
negative, who authors this fiction I just heard on radio we don't even have a jetway secured yet
negative, so Found anything or just showing off You do realise that the morning flight that you Cancelled Flightled was more pricey than the evening
negative, oh I did Was still lost Your tracking system stinks as does the delivery system
negative, feeling like a true united customer stuckon the tarmac in dc for over hrs UNITEDFAIL
neutral, pls follow for DM
negative, leadership counts landed at last at minutes of that was waiting for the jetway Inexcusable
negative, I sent you a DM as requested but have not heard anything Can you address the issue I brought up in my DM and explain what happened
negative, Don't throw them under the bus Starts with management I'm almost a million miler and own my own company
negative, you can't say the flight is pulled in and departs in mins if boarding hasn't even started
negative, I understand that but why should I pay to change if it was a problem with your plane If it was weather I would understand
negative, hours Late Flightr still no answers stuck in Houston Keep getting put on phantom flights that never apeared
negative, you guys are horrible First we get stuck in the snow for a hr in ewr now sitting in cmh saying it could be for a gate
negative, the hotel you sent us to wouldnt take the voucher Our flight was then Cancelled then delayed again hours and counting
negative, DM'd you hrs ago at your request No response to be found  just like my bag
positive, worked out after all Thanks for your immediate reply
negative, two hour delay for a plane that was visible from the airport So far terrible customer service
neutral, It was But we helped you with the weight took your and hopped on a flight instead
